Average Diameter,Time
5.695094,22.82303
5.695229,22.8418
5.695361,22.86198
5.695489,22.88164
5.695616,22.90031
5.695744,22.91938
5.695864,22.93919
5.695979,22.95866
5.696094,22.97753
5.696218,22.99638
5.696334,23.01579
5.696449,23.0342
5.696573,23.05452
5.696701,23.07609
5.696825,23.0954
5.696942,23.11492
5.697059,23.13439
5.697177,23.15435
5.697289,23.17404
5.6974,23.19288
5.697512,23.2118
5.697623,23.22962
5.697734,23.24869
5.697845,23.26755
5.697954,23.28858
5.698054,23.3088
5.698155,23.32708
5.698259,23.34573
5.698352,23.36405
5.698442,23.38308
5.698522,23.40112
5.698615,23.42009
5.69872,23.43994
5.698808,23.45885
5.698884,23.47802
5.69897,23.499
5.699056,23.51913
5.699142,23.53692
5.699229,23.55492
5.699317,23.57378
5.699406,23.59278
5.699498,23.63788
5.699588,23.65707
5.69968,23.67588
5.699793,23.69483
5.699897,23.71564
5.700016,23.7338
5.700135,23.75293
5.700254,23.77156
5.700372,23.78967
5.700476,23.80762
5.70057,23.8273
5.700667,23.84674
5.70076,23.86652
5.700853,23.88584
5.700947,23.90479
5.701042,23.92476
5.701139,23.94368
5.701239,23.96274
5.701339,23.98186
5.701441,24.00208
5.701551,24.0205
5.70165,24.04025
5.701749,24.05896
5.701864,24.07787
5.701961,24.09707
5.702055,24.1169
5.702165,24.13797
5.702277,24.15672
5.702393,24.17592
5.702518,24.19474
5.702642,24.21272
5.702772,24.2306
5.702899,24.24956
5.703014,24.26871
5.703131,24.28648
5.703247,24.3054
5.703363,24.32569
5.703468,24.34697
5.703575,24.3666
5.703676,24.38578
5.703756,24.40449
5.703832,24.42372
5.703907,24.4426
5.703982,24.46142
5.704057,24.4798
5.704156,24.49938
5.704254,24.5188
5.704353,24.53751
5.704454,24.55715
5.704554,24.57592
5.704649,24.59353
5.704726,24.61291
5.704782,24.63358
5.704837,24.65193
5.704891,24.672
5.704946,24.69097
5.705008,24.70999
5.705076,24.72974
5.705165,24.74877
5.705254,24.77048
5.705332,24.78979
5.70542,24.80955
5.70551,24.82891
5.705623,24.84783
5.705729,24.86582
5.705828,24.88477
5.705927,24.90494
5.706035,24.92457
5.706139,24.94352
5.706228,24.96364
5.706316,24.98553
5.706416,25.00384
5.706516,25.02319
5.706627,25.04253
5.706738,25.06225
5.706863,25.08025
5.706989,25.0988
5.707104,25.11799
5.707195,25.13787
5.707307,25.15766
5.70742,25.17653
5.707549,25.19781
5.707684,25.21646
5.707813,25.23565
5.707956,25.25479
5.708099,25.27462
5.708229,25.29338
5.708342,25.31237
5.70845,25.33142
5.70856,25.34933
5.708672,25.36842
5.708777,25.38679
5.708869,25.4084
5.70898,25.42643
5.709125,25.44556
5.709271,25.46435
5.709418,25.48311
5.709564,25.5022
