Diameter,Time
5.076065,0
5.067963,0.0200432
5.065155,0.0406209
5.091782,0.0591545
5.102402,0.0782013
5.103653,0.09708031
5.100052,0.1182957
5.079575,0.137035
5.06076,0.1558405
5.623428,0.1749643
5.554504,0.1937567
5.267792,0.2129754
5.203293,0.2318165
5.180542,0.2509606
5.192459,0.2700228
5.195938,0.2896563
5.185791,0.3097905
4.673233,0.3305265
4.592239,0.349753
4.54599,0.3686185
4.550797,0.3877241
4.551102,0.4068866
4.570465,0.4256897
4.572586,0.4450277
4.564972,0.4636099
4.6259,0.4830845
4.625534,0.5027609
4.624969,0.5215465
4.533234,0.5422351
4.25737,0.5618475
4.06189,0.5811922
3.720093,0.6005675
3.767227,0.619659
4.026642,0.6387436
3.971817,0.6576492
3.794708,0.6773688
3.762131,0.6960039
3.674866,0.7422501
3.640656,0.7641314
4.089203,0.7831287
4.087662,0.8023329
4.085205,0.821655
4.063873,0.840429
4.029297,0.8598159
4.02153,0.8780473
3.994156,0.8961237
3.959762,0.9146126
3.692535,0.9336976
3.692535,0.9524345
3.692535,0.9739457
3.812439,0.993376
3.940811,1.012375
3.801971,1.030521
3.838226,1.04827
3.813705,1.066254
3.804504,1.085059
3.79332,1.103235
3.764343,1.121051
3.748444,1.140423
3.712769,1.160792
3.375168,1.181425
3.375168,1.200561
3.375168,1.219415
3.698349,1.238483
3.437637,1.256261
3.374969,1.274282
3.425522,1.29402
3.462997,1.313407
3.480179,1.332124
3.478836,1.35196
3.479477,1.370466
3.445862,1.391907
3.448303,1.410963
3.510025,1.428949
3.51236,1.448127
3.477203,1.466748
3.415817,1.485697
3.473038,1.505758
3.475449,1.523727
3.387039,1.542336
3.386902,1.561118
3.38028,1.581226
3.363235,1.601754
3.355637,1.620869
3.321655,1.639905
3.322876,1.658815
3.322464,1.6778
3.296997,1.695749
3.222443,1.714743
3.226456,1.733714
3.227524,1.752583
3.228439,1.772049
3.134628,1.791113
2.997589,1.813068
2.967163,1.832016
2.911255,1.850213
2.890518,1.869062
2.863586,1.888785
2.797043,1.90768
2.79216,1.926929
2.788193,1.944977
2.760117,1.964026
2.679565,1.983299
2.67395,2.002914
2.665955,2.024343
2.647705,2.044015
2.6409,2.062257
2.636154,2.081257
2.622574,2.100919
2.620773,2.11928
2.405853,2.13844
3.1698,2.157993
2.654465,2.17719
2.668701,2.196434
2.653152,2.215822
2.634598,2.236441
2.600388,2.255028
2.637848,2.272859
2.602188,2.290771
2.591888,2.309845
2.582535,2.329137
2.563522,2.347862
2.562424,2.365839
2.556503,2.384815
2.556503,2.403964
2.556381,2.424242
2.551132,2.445148
2.56192,2.463853
2.579041,2.483039
2.579361,2.501854
2.591202,2.520319
2.593094,2.539917
2.560883,2.55881
2.560242,2.578064
2.561844,2.597543
2.600616,2.616648
2.554459,2.635493
2.583725,2.656428
2.572495,2.675887
2.571289,2.695117
2.589279,2.714042
2.654755,2.731878
2.641434,2.751131
2.658279,2.770629
2.658539,2.789504
2.654907,2.808171
2.663849,2.827877
2.663376,2.846814
2.626907,2.86757
2.627457,2.887951
2.593185,2.905699
2.571716,2.924726
2.584702,2.943851
2.587784,2.963649
2.59996,2.98283
2.599838,3.000452
2.611053,3.019455
2.65062,3.037225
2.650955,3.056336
2.708527,3.075749
2.706451,3.095478
2.711182,3.11423
2.705032,3.133155
2.704575,3.150987
2.70079,3.169937
2.700516,3.189099
2.901489,3.208695
2.733994,3.227606
2.831741,3.246078
2.830231,3.263998
2.772507,3.283811
2.732971,3.30321
2.700226,3.322164
